"transactionid";"customerid";"age";"gender";"Marital Status";"income";"Product Name";"storename";"groupstore";"Type";"latitude";"longitude";"price";"qty";"totalamount";"DATE"
TR71128;203;53;0;Married;17.2;Crackers;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";7500;5;37500;2022-08-11
TR77093;149;61;1;Married;3.96;Cheese Stick;Sinar Harapan;Harapan Baru;General Trade;"5,54829";"95,323753";15000;1;15000;2022-08-11
TR81428;63;58;0;Married;10.78;Cheese Stick;Buana;Buana;General Trade;-1,26916;"116,825264";15000;3;45000;2022-08-11
TR85828;327;50;0;Married;12.41;Thai Tea;Priangan;Priangan;Modern Trade;-5,45;"105,26667";4200;3;12600;2022-08-11
TR2020;406;38;1;Married;8.64;Crackers;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";7500;2;15000;2022-08-12
TR21467;120;30;0;Married;2.48;Yoghurt;Buana;Buana;General Trade;-1,26916;"116,825264";10000;2;20000;2022-08-12
TR24185;223;62;1;Single;5.35;Cheese Stick;Lingga;Lingga;Modern Trade;-5,135399;"119,42379";15000;1;15000;2022-08-12
TR64422;256;56;0;Married;7.09;Yoghurt;Sinar Harapan;Harapan Baru;General Trade;"5,54829";"95,323753";10000;4;40000;2022-08-12
TR66289;126;56;0;Married;15.75;Thai Tea;Sinar Harapan;Harapan Baru;General Trade;"5,54829";"95,323753";4200;5;21000;2022-08-12
TR95096;168;27;0;Married;4.88;Thai Tea;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";4200;3;12600;2022-08-12
TR10247;101;61;1;Married;54.2;Yoghurt;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";10000;4;40000;2022-08-13
TR18564;192;26;0;Single;4.47;Cashew;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";18000;1;18000;2022-08-13
TR23247;158;49;1;Married;5.6;Yoghurt;Priangan;Priangan;Modern Trade;-5,45;"105,26667";10000;5;50000;2022-08-13
TR26954;434;37;0;Married;9.33;Cheese Stick;Buana;Buana;General Trade;-1,26916;"116,825264";15000;5;75000;2022-08-13
TR27968;286;60;0;Married;6.19;Coffee Candy;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";9400;4;37600;2022-08-13
TR29132;121;26;0;Single;2.93;Cashew;Bonafid;Gita;General Trade;-7,250445;"112,768845";18000;3;54000;2022-08-13
TR43837;180;22;1;Married;4.07;Coffee Candy;Lingga;Lingga;Modern Trade;-5,135399;"119,42379";9400;6;56400;2022-08-13
TR46117;26;45;1;Married;7.83;Coffee Candy;Sinar Harapan;Harapan Baru;General Trade;"5,54829";"95,323753";9400;3;28200;2022-08-13
TR57004;315;29;1;Married;4.18;Yoghurt;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";10000;7;70000;2022-08-13
TR62593;281;35;0;Married;3.03;Thai Tea;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";4200;2;8400;2022-08-13
TR64665;216;30;0;Married;4.82;Ginger Candy ;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";3200;7;22400;2022-08-13
TR76558;201;57;0;Married;6.87;Thai Tea;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";4200;4;16800;2022-08-13
TR78226;150;61;1;Married;8.56;Cheese Stick;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";15000;3;45000;2022-08-13
TR82377;356;56;0;Married;13.25;Yoghurt;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";10000;5;50000;2022-08-13
TR95512;386;33;0;Married;6.95;Yoghurt;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";10000;7;70000;2022-08-13
TR11029;229;32;0;Married;10.17;Cheese Stick;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";15000;2;30000;2022-08-14
TR18632;142;23;1;Single;1.58;Yoghurt;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";10000;2;20000;2022-08-14
TR28042;40;19;0;Single;3.48;Coffee Candy;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";9400;4;37600;2022-08-14
TR43584;221;23;1;Single;7.5;Choco Bar;Buana;Buana;General Trade;-1,26916;"116,825264";8800;3;26400;2022-08-14
TR48790;419;38;1;Married;3.86;Yoghurt;Lingga;Lingga;Modern Trade;-5,135399;"119,42379";10000;7;70000;2022-08-14
TR50341;286;60;0;Married;6.19;Coffee Candy;Priangan;Priangan;Modern Trade;-5,45;"105,26667";9400;3;28200;2022-08-14
TR52408;353;25;0;Single;1.32;Thai Tea;Priangan;Priangan;Modern Trade;-5,45;"105,26667";4200;3;12600;2022-08-14
TR54287;15;30;0;Married;4.52;Yoghurt;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";10000;3;30000;2022-08-14
TR56131;438;36;1;Single;5.43;Yoghurt;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";10000;6;60000;2022-08-14
TR59229;377;53;0;Single;10.39;Crackers;Sinar Harapan;Harapan Baru;General Trade;"5,54829";"95,323753";7500;5;37500;2022-08-14
TR59918;92;60;0;Married;10.72;Coffee Candy;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";9400;5;47000;2022-08-14
TR62875;138;37;1;Married;8.96;Yoghurt;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";10000;3;30000;2022-08-14
TR63743;232;62;0;Married;7.32;Coffee Candy;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";9400;4;37600;2022-08-14
TR75956;63;58;0;Married;10.78;Potato Chip;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";12000;1;12000;2022-08-14
TR91249;191;35;1;Married;8.3;Cheese Stick;Priangan;Priangan;Modern Trade;-5,45;"105,26667";15000;1;15000;2022-08-14
TR98478;171;40;0;Married;10.05;Cashew;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";18000;2;36000;2022-08-14
TR99770;114;22;0;Single;3.14;Choco Bar;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";8800;10;88000;2022-08-14
TR11204;278;31;1;Married;9.76;Choco Bar;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";8800;5;44000;2022-08-15
TR11859;447;54;1;Married;20.37;Cashew;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";18000;4;72000;2022-08-15
TR22704;427;54;0;Married;16.88;Cheese Stick;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";15000;3;45000;2022-08-15
TR27209;82;60;1;Married;6.24;Potato Chip;Priangan;Priangan;Modern Trade;-5,45;"105,26667";12000;1;12000;2022-08-15
TR27212;72;26;0;Single;1.81;Yoghurt;Sinar Harapan;Harapan Baru;General Trade;"5,54829";"95,323753";10000;3;30000;2022-08-15
TR29441;169;34;0;Married;3.97;Cheese Stick;Buana;Buana;General Trade;-1,26916;"116,825264";15000;5;75000;2022-08-15
TR30375;306;49;0;Married;16.52;Cheese Stick;Sinar Harapan;Harapan Baru;General Trade;"5,54829";"95,323753";15000;4;60000;2022-08-15
TR36292;434;37;0;Married;9.33;Choco Bar;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";8800;10;88000;2022-08-15
TR44799;7;31;0;Married;4.57;Coffee Candy;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";9400;6;56400;2022-08-15
TR49089;444;53;0;Married;15.31;Choco Bar;Buana;Buana;General Trade;-1,26916;"116,825264";8800;6;52800;2022-08-15
TR56687;31;38;0;Married;9.61;Ginger Candy ;Buana;Buana;General Trade;-1,26916;"116,825264";3200;7;22400;2022-08-15
TR65514;392;45;0;Married;19.68;Cheese Stick;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";15000;1;15000;2022-08-15
TR76683;104;31;1;Married;7.92;Cheese Stick;Buana Indah;Buana;General Trade;"3,316694";"114,590111";15000;1;15000;2022-08-15
TR86426;148;45;0;Married;19.68;Cheese Stick;Lingga;Lingga;Modern Trade;-5,135399;"119,42379";15000;3;45000;2022-08-15
TR89274;44;40;0;Married;10.65;Thai Tea;Priangan;Priangan;Modern Trade;-5,45;"105,26667";4200;5;21000;2022-08-15
TR10996;233;43;1;Married;5.69;Ginger Candy ;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";3200;5;16000;2022-08-16
TR11078;306;49;0;Married;16.52;Thai Tea;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";4200;4;16800;2022-08-16
TR27017;133;47;1;Married;20.81;Choco Bar;Bonafid;Gita;General Trade;-7,250445;"112,768845";8800;2;17600;2022-08-16
TR67563;243;38;0;Married;3.34;Cheese Stick;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";15000;4;60000;2022-08-16
TR6865;233;43;1;Married;5.69;Crackers;Buana Indah;Buana;General Trade;"3,316694";"114,590111";7500;5;37500;2022-08-16
TR88722;207;35;1;Married;10.54;Thai Tea;Lingga;Lingga;Modern Trade;-5,135399;"119,42379";4200;3;12600;2022-08-16
TR96686;164;18;1;Single;0;Ginger Candy ;Buana Indah;Buana;General Trade;"3,316694";"114,590111";3200;6;19200;2022-08-16
TR17343;294;54;1;Married;19.07;Thai Tea;Buana Indah;Buana;General Trade;"3,316694";"114,590111";4200;5;21000;2022-08-17
TR23240;71;46;0;Married;12.42;Cheese Stick;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";15000;1;15000;2022-08-17
TR23581;374;32;0;Single;5.4;Cashew;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";18000;3;54000;2022-08-17
TR24726;400;23;1;Single;2.79;Thai Tea;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";4200;4;16800;2022-08-17
TR31792;3;32;1;Married;9.17;Thai Tea;Buana;Buana;General Trade;-1,26916;"116,825264";4200;4;16800;2022-08-17
TR36668;311;61;1;Married;7.64;Oat;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";16000;3;48000;2022-08-17
TR38813;330;61;1;Married;7;Potato Chip;Buana Indah;Buana;General Trade;"3,316694";"114,590111";12000;2;24000;2022-08-17
TR39038;230;40;1;Married;4.32;Thai Tea;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";4200;5;21000;2022-08-17
TR52651;141;65;1;Married;9.94;Yoghurt;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";10000;2;20000;2022-08-17
TR55359;58;27;1;Married;4.43;Choco Bar;Sinar Harapan;Harapan Baru;General Trade;"5,54829";"95,323753";8800;6;52800;2022-08-17
TR57804;368;44;0;Married;16.13;Cheese Stick;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";15000;3;45000;2022-08-17
TR59461;245;26;1;Married;4.58;Thai Tea;Priangan;Priangan;Modern Trade;-5,45;"105,26667";4200;4;16800;2022-08-17
TR74365;92;60;0;Married;10.72;Thai Tea;Bonafid;Gita;General Trade;-7,250445;"112,768845";4200;5;21000;2022-08-17
TR97069;418;45;0;Single;23.84;Crackers;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";7500;2;15000;2022-08-17
TR11946;96;55;0;Married;13.67;Potato Chip;Gita Ginara;Gita;General Trade;-6,966667;"110,416664";12000;1;12000;2022-08-18
TR1651;206;68;0;Married;8.3;Yoghurt;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";10000;2;20000;2022-08-18
TR18370;219;39;0;Single;9.73;Cheese Stick;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";15000;4;60000;2022-08-18
TR21036;348;29;1;Married;4.64;Crackers;Priangan;Priangan;Modern Trade;-5,45;"105,26667";7500;3;22500;2022-08-18
TR26389;8;37;1;Married;5.49;Yoghurt;Gita Ginara;Gita;General Trade;-6,966667;"110,416664";10000;7;70000;2022-08-18
TR32615;392;45;0;Married;19.68;Thai Tea;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";4200;5;21000;2022-08-18
TR38016;279;62;0;Married;5.35;Potato Chip;Priangan;Priangan;Modern Trade;-5,45;"105,26667";12000;2;24000;2022-08-18
TR50919;235;37;0;Married;5.35;Coffee Candy;Buana Indah;Buana;General Trade;"3,316694";"114,590111";9400;4;37600;2022-08-18
TR55343;151;42;0;Married;10.38;Potato Chip;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";12000;5;60000;2022-08-18
TR59533;432;35;1;Married;9.79;Cheese Stick;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";15000;4;60000;2022-08-18
TR61742;378;54;0;Married;14.66;Ginger Candy ;Sinar Harapan;Harapan Baru;General Trade;"5,54829";"95,323753";3200;7;22400;2022-08-18
TR62739;327;50;0;Married;12.41;Crackers;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";7500;1;7500;2022-08-18
TR67148;152;59;1;Married;10.68;Coffee Candy;Bonafid;Gita;General Trade;-7,250445;"112,768845";9400;6;56400;2022-08-18
TR69230;121;26;0;Single;2.93;Thai Tea;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";4200;3;12600;2022-08-18
TR94616;320;30;0;Married;3.72;Coffee Candy;Gita Ginara;Gita;General Trade;-6,966667;"110,416664";9400;2;18800;2022-08-18
TR9566;285;20;0;Single;0;Ginger Candy ;Sinar Harapan;Harapan Baru;General Trade;"5,54829";"95,323753";3200;3;9600;2022-08-18
TR12254;358;32;1;Married;3.2;Cheese Stick;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";15000;5;75000;2022-08-19
TR29922;434;37;0;Married;9.33;Potato Chip;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";12000;5;60000;2022-08-19
TR38424;253;37;0;Married;4.32;Cashew;Buana Indah;Buana;General Trade;"3,316694";"114,590111";18000;2;36000;2022-08-19
TR47515;423;22;0;Married;3.55;Cheese Stick;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";15000;3;45000;2022-08-19
TR55053;295;34;0;Married;4.78;Choco Bar;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";8800;7;61600;2022-08-19
TR56072;172;57;1;Married;8.96;Choco Bar;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";8800;6;52800;2022-08-19
TR58613;369;32;0;Married;10.62;Choco Bar;Buana;Buana;General Trade;-1,26916;"116,825264";8800;5;44000;2022-08-19
TR64408;370;26;1;Single;1.28;Potato Chip;Priangan;Priangan;Modern Trade;-5,45;"105,26667";12000;4;48000;2022-08-19
TR64559;363;35;0;Married;6.05;Choco Bar;Buana Indah;Buana;General Trade;"3,316694";"114,590111";8800;4;35200;2022-08-19
TR79884;172;57;1;Married;8.96;Thai Tea;Bonafid;Gita;General Trade;-7,250445;"112,768845";4200;2;8400;2022-08-19
TR88766;37;51;0;Married;17.11;Choco Bar;Gita Ginara;Gita;General Trade;-6,966667;"110,416664";8800;8;70400;2022-08-19
TR91404;422;21;1;Single;3.88;Thai Tea;Lingga;Lingga;Modern Trade;-5,135399;"119,42379";4200;4;16800;2022-08-19
TR97594;164;18;1;Single;0;Crackers;Gita Ginara;Gita;General Trade;-6,966667;"110,416664";7500;1;7500;2022-08-19
TR98514;158;49;1;Married;5.6;Yoghurt;Sinar Harapan;Harapan Baru;General Trade;"5,54829";"95,323753";10000;6;60000;2022-08-19
TR132;25;24;1;Married;2.67;Crackers;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";7500;3;22500;2022-08-20
TR13510;155;40;0;Married;7.17;Yoghurt;Priangan;Priangan;Modern Trade;-5,45;"105,26667";10000;1;10000;2022-08-20
TR17342;237;35;1;Married;8.14;Yoghurt;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";10000;1;10000;2022-08-20
TR25951;297;41;1;Married;12.13;Cashew;Gita Ginara;Gita;General Trade;-6,966667;"110,416664";18000;2;36000;2022-08-20
TR29720;392;45;0;Married;19.68;Oat;Sinar Harapan;Harapan Baru;General Trade;"5,54829";"95,323753";16000;3;48000;2022-08-20
TR38193;266;72;1;Married;4.72;Potato Chip;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";12000;1;12000;2022-08-20
TR47260;171;40;0;Married;10.05;Cheese Stick;Sinar Harapan;Harapan Baru;General Trade;"5,54829";"95,323753";15000;1;15000;2022-08-20
TR51435;164;18;1;Single;0;Yoghurt;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";10000;3;30000;2022-08-20
TR89937;411;19;1;Single;0;Coffee Candy;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";9400;5;47000;2022-08-20
TR96772;255;24;1;Single;5.78;Coffee Candy;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";9400;6;56400;2022-08-20
TR9683;416;27;1;Married;3.43;Cheese Stick;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";15000;1;15000;2022-08-20
TR995;198;45;0;Married;10.69;Oat;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";16000;1;16000;2022-08-20
TR12455;142;23;1;Single;1.58;Oat;Lingga;Lingga;Modern Trade;-5,135399;"119,42379";16000;3;48000;2022-08-21
TR15666;88;21;0;Single;2.97;Crackers;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";7500;6;45000;2022-08-21
TR2029;135;41;0;Married;3.28;Thai Tea;Gita Ginara;Gita;General Trade;-6,966667;"110,416664";4200;3;12600;2022-08-21
TR26170;300;25;1;Single;4.22;Cheese Stick;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";15000;2;30000;2022-08-21
TR26519;244;21;1;Single;3.64;Ginger Candy ;Sinar Harapan;Harapan Baru;General Trade;"5,54829";"95,323753";3200;7;22400;2022-08-21
TR27463;187;49;1;Married;9.18;Cheese Stick;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";15000;2;30000;2022-08-21
TR30057;167;28;1;Married;2.91;Potato Chip;Lingga;Lingga;Modern Trade;-5,135399;"119,42379";12000;3;36000;2022-08-21
TR33805;47;35;1;Married;9.56;Cheese Stick;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";15000;4;60000;2022-08-21
TR37346;417;47;1;Married;12.75;Choco Bar;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";8800;7;61600;2022-08-21
TR50797;358;32;1;Married;3.2;Cheese Stick;Gita Ginara;Gita;General Trade;-6,966667;"110,416664";15000;3;45000;2022-08-21
TR51709;40;19;0;Single;3.48;Thai Tea;Gita Ginara;Gita;General Trade;-6,966667;"110,416664";4200;3;12600;2022-08-21
TR68253;314;35;0;Married;6.64;Yoghurt;Priangan;Priangan;Modern Trade;-5,45;"105,26667";10000;6;60000;2022-08-21
TR75704;254;58;0;Single;6.05;Thai Tea;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";4200;5;21000;2022-08-21
TR88968;385;41;1;Married;15.84;Yoghurt;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";10000;6;60000;2022-08-21
TR90484;377;53;0;Single;10.39;Thai Tea;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";4200;4;16800;2022-08-21
TR91652;431;40;1;Married;9.51;Ginger Candy ;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";3200;6;19200;2022-08-21
TR93938;29;59;1;Married;10.5;Yoghurt;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";10000;5;50000;2022-08-21
TR97809;230;40;1;Married;4.32;Thai Tea;Lingga;Lingga;Modern Trade;-5,135399;"119,42379";4200;5;21000;2022-08-21
TR16185;117;45;1;Married;12.55;Cashew;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";18000;1;18000;2022-08-22
TR35657;359;46;0;Married;19.99;Ginger Candy ;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";3200;3;9600;2022-08-22
TR4126;118;20;1;Single;3.28;Yoghurt;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";10000;2;20000;2022-08-22
TR48587;23;57;1;Married;12.56;Crackers;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";7500;5;37500;2022-08-22
TR49083;263;40;1;Married;10.21;Oat;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";16000;3;48000;2022-08-22
TR55706;418;45;0;Single;23.84;Oat;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";16000;3;48000;2022-08-22
TR62175;341;43;1;Married;3.24;Cheese Stick;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";15000;2;30000;2022-08-22
TR70458;308;45;0;Married;10.72;Cheese Stick;Sinar Harapan;Harapan Baru;General Trade;"5,54829";"95,323753";15000;2;30000;2022-08-22
TR81210;24;37;0;Married;9.53;Choco Bar;Sinar Harapan;Harapan Baru;General Trade;"5,54829";"95,323753";8800;6;52800;2022-08-22
TR8623;341;43;1;Married;3.24;Ginger Candy ;Buana Indah;Buana;General Trade;"3,316694";"114,590111";3200;4;12800;2022-08-22
TR87881;98;56;0;Married;14.54;Yoghurt;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";10000;5;50000;2022-08-22
TR89053;284;49;1;Married;11.31;Thai Tea;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";4200;2;8400;2022-08-22
TR91932;188;46;1;Married;25.22;Choco Bar;Sinar Harapan;Harapan Baru;General Trade;"5,54829";"95,323753";8800;2;17600;2022-08-22
TR94853;229;32;0;Married;10.17;Ginger Candy ;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";3200;4;12800;2022-08-22
TR14192;436;51;1;Married;18.89;Ginger Candy ;Buana Indah;Buana;General Trade;"3,316694";"114,590111";3200;6;19200;2022-08-23
TR14426;43;53;0;Married;16.64;Coffee Candy;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";9400;3;28200;2022-08-23
TR19803;301;60;0;Married;8.97;Yoghurt;Buana;Buana;General Trade;-1,26916;"116,825264";10000;3;30000;2022-08-23
TR22534;334;70;0;Married;5.99;Thai Tea;Bonafid;Gita;General Trade;-7,250445;"112,768845";4200;5;21000;2022-08-23
TR68513;268;49;1;Single;5.18;Thai Tea;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";4200;2;8400;2022-08-23
TR8376;421;35;0;Married;9.01;Crackers;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";7500;3;22500;2022-08-23
TR89077;357;48;0;Married;18.14;Cheese Stick;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";15000;5;75000;2022-08-23
TR91700;146;27;0;Married;3.16;Cheese Stick;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";15000;2;30000;2022-08-23
TR9249;147;59;1;Married;8.02;Thai Tea;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";4200;5;21000;2022-08-23
TR94517;406;38;1;Married;8.64;Thai Tea;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";4200;4;16800;2022-08-23
TR99580;28;55;0;Married;6.08;Cheese Stick;Buana;Buana;General Trade;-1,26916;"116,825264";15000;4;60000;2022-08-23
TR1624;94;53;0;Married;12.94;Choco Bar;Buana;Buana;General Trade;-1,26916;"116,825264";8800;8;70400;2022-08-24
TR17545;142;23;1;Single;1.58;Coffee Candy;Bonafid;Gita;General Trade;-7,250445;"112,768845";9400;4;37600;2022-08-24
TR25746;223;62;1;Single;5.35;Cheese Stick;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";15000;5;75000;2022-08-24
TR3119;232;62;0;Married;7.32;Crackers;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";7500;3;22500;2022-08-24
TR37048;119;26;1;Single;5.54;Potato Chip;Buana;Buana;General Trade;-1,26916;"116,825264";12000;5;60000;2022-08-24
TR39081;163;47;1;Married;6.3;Potato Chip;Buana;Buana;General Trade;-1,26916;"116,825264";12000;2;24000;2022-08-24
TR4084;271;29;0;Married;4.74;Crackers;Bonafid;Gita;General Trade;-7,250445;"112,768845";7500;4;30000;2022-08-24
TR40897;156;44;0;Married;3.87;Oat;Buana Indah;Buana;General Trade;"3,316694";"114,590111";16000;3;48000;2022-08-24
TR63886;369;32;0;Married;10.62;Oat;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";16000;2;32000;2022-08-24
TR71922;306;49;0;Married;16.52;Crackers;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";7500;6;45000;2022-08-24
TR77911;53;32;0;Married;7.36;Cheese Stick;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";15000;1;15000;2022-08-24
TR78686;76;38;1;Married;7.88;Coffee Candy;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";9400;5;47000;2022-08-24
TR95050;446;57;0;Married;7.81;Thai Tea;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";4200;4;16800;2022-08-24
TR16562;106;24;0;Single;6.79;Ginger Candy ;Bonafid;Gita;General Trade;-7,250445;"112,768845";3200;3;9600;2022-08-25
TR16832;441;19;0;Single;2.66;Cashew;Lingga;Lingga;Modern Trade;-5,135399;"119,42379";18000;1;18000;2022-08-25
TR1846;425;58;1;Married;7.22;Potato Chip;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";12000;3;36000;2022-08-25
TR25437;338;46;1;Married;5.12;Coffee Candy;Bonafid;Gita;General Trade;-7,250445;"112,768845";9400;4;37600;2022-08-25
TR28178;154;31;0;Married;8.36;Ginger Candy ;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";3200;5;16000;2022-08-25
TR29269;77;26;0;Married;4.67;Cashew;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";18000;4;72000;2022-08-25
TR33707;75;34;0;Married;9.69;Yoghurt;Buana Indah;Buana;General Trade;"3,316694";"114,590111";10000;1;10000;2022-08-25
TR36891;60;56;0;Married;10.61;Choco Bar;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";8800;8;70400;2022-08-25
TR37685;260;33;0;Single;6.65;Choco Bar;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";8800;6;52800;2022-08-25
TR40214;71;46;0;Married;12.42;Coffee Candy;Lingga;Lingga;Modern Trade;-5,135399;"119,42379";9400;2;18800;2022-08-25
TR43554;376;44;0;Married;14.65;Choco Bar;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";8800;10;88000;2022-08-25
TR55359;27;43;0;Married;17.42;Coffee Candy;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";9400;2;18800;2022-08-25
TR68675;4;31;1;Married;4.87;Coffee Candy;Priangan;Priangan;Modern Trade;-5,45;"105,26667";9400;3;28200;2022-08-25
TR69826;191;35;1;Married;8.3;Choco Bar;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";8800;7;61600;2022-08-25
TR74573;109;35;1;Married;10.04;Thai Tea;Gita Ginara;Gita;General Trade;-6,966667;"110,416664";4200;4;16800;2022-08-25
TR74579;131;25;0;Single;7.12;Thai Tea;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";4200;3;12600;2022-08-25
TR75034;268;49;1;Single;5.18;Cheese Stick;Lingga;Lingga;Modern Trade;-5,135399;"119,42379";15000;3;45000;2022-08-25
TR8922;72;26;0;Single;1.81;Yoghurt;Sinar Harapan;Harapan Baru;General Trade;"5,54829";"95,323753";10000;7;70000;2022-08-25
TR95371;46;36;1;Married;8.31;Thai Tea;Priangan;Priangan;Modern Trade;-5,45;"105,26667";4200;2;8400;2022-08-25
TR22235;434;37;0;Married;9.33;Potato Chip;Priangan;Priangan;Modern Trade;-5,45;"105,26667";12000;1;12000;2022-08-26
TR37397;264;21;1;Single;1.12;Cheese Stick;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";15000;4;60000;2022-08-26
TR43983;368;44;0;Married;16.13;Oat;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";16000;1;16000;2022-08-26
