"transactionid";"customerid";"productid";"price";"qty";"totalamount";"storeid";"DATE"
TR57301;141;1;8800;3;26400;12;2022-06-27
TR60853;91;4;12000;5;60000;14;2022-06-27
TR62432;331;4;12000;1;12000;7;2022-06-27
TR64572;262;4;12000;3;36000;11;2022-06-27
TR67368;170;8;16000;1;16000;6;2022-06-27
TR70430;132;9;10000;7;70000;12;2022-06-27
TR72548;275;7;9400;5;47000;14;2022-06-27
TR72720;6;4;12000;3;36000;12;2022-06-27
TR86196;282;10;15000;3;45000;3;2022-06-27
TR96799;129;10;15000;5;75000;9;2022-06-27
TR98043;385;2;3200;7;22400;11;2022-06-27
TR16709;325;3;7500;1;7500;8;2022-06-28
TR19486;229;7;9400;3;28200;6;2022-06-28
TR19961;338;6;18000;1;18000;14;2022-06-28
TR238;196;8;16000;1;16000;3;2022-06-28
TR37278;274;1;8800;3;26400;11;2022-06-28
TR39399;423;1;8800;4;35200;14;2022-06-28
TR49358;108;5;4200;2;8400;5;2022-06-28
TR62976;30;2;3200;5;16000;10;2022-06-28
TR63083;344;9;10000;1;10000;12;2022-06-28
TR6685;159;8;16000;1;16000;10;2022-06-28
TR68225;423;9;10000;5;50000;4;2022-06-28
TR84116;160;2;3200;7;22400;12;2022-06-28
TR98640;407;10;15000;5;75000;9;2022-06-28
TR99591;22;6;18000;3;54000;10;2022-06-28
TR17593;362;5;4200;3;12600;7;2022-06-29
TR21396;429;4;12000;4;48000;2;2022-06-29
TR24709;245;9;10000;4;40000;5;2022-06-29
TR39547;414;9;10000;4;40000;14;2022-06-29
TR53622;87;1;8800;10;88000;5;2022-06-29
TR54358;31;1;8800;2;17600;1;2022-06-29
TR58644;33;9;10000;7;70000;6;2022-06-29
TR65558;95;4;12000;2;24000;13;2022-06-29
TR97919;401;3;7500;4;30000;2;2022-06-29
TR15114;49;4;12000;3;36000;8;2022-06-30
TR28535;298;4;12000;2;24000;7;2022-06-30
TR29538;377;5;4200;2;8400;3;2022-06-30
TR35997;83;6;18000;1;18000;12;2022-06-30
TR37281;44;10;15000;3;45000;6;2022-06-30
TR46876;108;7;9400;6;56400;13;2022-06-30
TR49903;439;5;4200;4;16800;8;2022-06-30
TR63810;44;5;4200;4;16800;4;2022-06-30
TR76052;262;8;16000;2;32000;3;2022-06-30
TR13063;242;5;4200;3;12600;10;2022-07-01
TR13980;306;5;4200;2;8400;12;2022-07-01
TR14209;109;7;9400;3;28200;5;2022-07-01
TR15338;168;9;10000;7;70000;10;2022-07-01
TR18491;122;8;16000;1;16000;12;2022-07-01
TR20122;396;3;7500;3;22500;2;2022-07-01
TR26498;14;9;10000;5;50000;10;2022-07-01
TR27011;390;3;7500;4;30000;5;2022-07-01
TR35672;63;10;15000;3;45000;11;2022-07-01
TR36833;41;3;7500;2;15000;14;2022-07-01
TR4110;445;2;3200;7;22400;1;2022-07-01
TR43466;118;8;16000;1;16000;13;2022-07-01
TR44592;238;4;12000;3;36000;8;2022-07-01
TR46432;335;3;7500;1;7500;9;2022-07-01
TR5410;94;2;3200;7;22400;3;2022-07-01
TR60066;251;10;15000;4;60000;7;2022-07-01
TR60222;206;9;10000;5;50000;5;2022-07-01
TR60228;1;3;7500;5;37500;9;2022-07-01
TR68742;214;2;3200;7;22400;11;2022-07-01
TR71131;87;9;10000;5;50000;8;2022-07-01
TR72787;293;8;16000;1;16000;2;2022-07-01
TR77432;431;7;9400;2;18800;11;2022-07-01
TR79479;107;7;9400;5;47000;7;2022-07-01
TR88599;438;10;15000;1;15000;3;2022-07-01
TR92085;378;10;15000;1;15000;14;2022-07-01
TR9874;348;9;10000;7;70000;1;2022-07-01
TR98897;233;6;18000;4;72000;11;2022-07-01
TR17337;155;4;12000;1;12000;10;2022-07-02
TR18471;17;9;10000;1;10000;5;2022-07-02
TR19616;302;8;16000;3;48000;2;2022-07-02
TR34452;218;7;9400;5;47000;12;2022-07-02
TR35601;356;10;15000;3;45000;9;2022-07-02
TR37048;281;3;7500;2;15000;13;2022-07-02
TR42480;310;3;7500;6;45000;10;2022-07-02
TR43486;125;5;4200;4;16800;7;2022-07-02
TR46328;172;4;12000;5;60000;1;2022-07-02
TR61763;380;9;10000;3;30000;10;2022-07-02
TR82925;325;5;4200;3;12600;1;2022-07-02
TR85800;149;3;7500;1;7500;7;2022-07-02
TR89488;92;5;4200;4;16800;14;2022-07-02
TR91570;52;1;8800;9;79200;9;2022-07-02
TR10947;174;9;10000;4;40000;13;2022-07-03
TR1281;81;9;10000;1;10000;13;2022-07-03
TR13665;142;2;3200;6;19200;14;2022-07-03
TR16195;220;6;18000;3;54000;7;2022-07-03
TR20979;270;10;15000;5;75000;14;2022-07-03
TR225;400;5;4200;2;8400;7;2022-07-03
TR2611;360;8;16000;1;16000;9;2022-07-03
TR31751;108;7;9400;2;18800;13;2022-07-03
TR40115;299;7;9400;6;56400;1;2022-07-03
TR456;393;9;10000;5;50000;2;2022-07-03
TR49304;72;3;7500;4;30000;8;2022-07-03
TR63644;149;7;9400;5;47000;12;2022-07-03
TR66398;390;3;7500;1;7500;8;2022-07-03
TR71129;7;9;10000;2;20000;11;2022-07-03
TR71642;233;1;8800;4;35200;11;2022-07-03
TR96325;13;5;4200;5;21000;12;2022-07-03
TR18804;217;2;3200;7;22400;7;2022-07-04
TR18916;39;9;10000;7;70000;1;2022-07-04
TR2485;384;3;7500;6;45000;13;2022-07-04
TR3208;259;7;9400;6;56400;6;2022-07-04
TR54646;112;10;15000;5;75000;5;2022-07-04
TR72546;237;5;4200;5;21000;8;2022-07-04
TR74803;47;9;10000;1;10000;7;2022-07-04
TR79007;140;5;4200;3;12600;3;2022-07-04
TR16451;343;8;16000;3;48000;2;2022-07-05
TR19197;16;6;18000;1;18000;5;2022-07-05
TR20454;266;10;15000;3;45000;6;2022-07-05
TR20792;58;5;4200;5;21000;3;2022-07-05
TR21762;5;9;10000;7;70000;1;2022-07-05
TR31724;409;10;15000;3;45000;9;2022-07-05
TR37789;10;4;12000;1;12000;6;2022-07-05
TR51478;239;5;4200;2;8400;3;2022-07-05
TR57847;363;1;8800;10;88000;4;2022-07-05
TR69229;46;8;16000;2;32000;4;2022-07-05
TR74692;89;10;15000;2;30000;9;2022-07-05
TR78634;198;5;4200;2;8400;1;2022-07-05
TR92181;342;2;3200;3;9600;14;2022-07-05
TR93280;287;3;7500;3;22500;7;2022-07-05
TR13781;54;3;7500;6;45000;1;2022-07-06
TR18051;27;8;16000;2;32000;5;2022-07-06
TR18373;444;4;12000;2;24000;3;2022-07-06
TR27786;422;7;9400;4;37600;1;2022-07-06
TR32727;223;8;16000;3;48000;6;2022-07-06
TR35138;276;1;8800;10;88000;9;2022-07-06
TR5562;141;5;4200;3;12600;7;2022-07-06
TR57283;2;5;4200;3;12600;5;2022-07-06
TR6695;220;9;10000;3;30000;8;2022-07-06
TR77916;229;3;7500;5;37500;14;2022-07-06
TR87271;237;9;10000;2;20000;2;2022-07-06
TR87345;4;5;4200;3;12600;3;2022-07-06
TR97169;158;5;4200;2;8400;14;2022-07-06
TR2430;189;4;12000;4;48000;7;2022-07-07
TR26517;133;10;15000;4;60000;4;2022-07-07
TR27651;15;6;18000;3;54000;2;2022-07-07
TR28097;355;5;4200;5;21000;10;2022-07-07
TR30435;95;8;16000;2;32000;7;2022-07-07
TR36777;305;5;4200;4;16800;12;2022-07-07
TR37642;3;7;9400;4;37600;2;2022-07-07
TR40524;84;10;15000;3;45000;2;2022-07-07
TR42912;77;9;10000;6;60000;9;2022-07-07
TR457;246;8;16000;1;16000;7;2022-07-07
TR51719;50;8;16000;3;48000;6;2022-07-07
TR56456;53;5;4200;3;12600;2;2022-07-07
TR62586;251;1;8800;3;26400;10;2022-07-07
TR66543;97;9;10000;1;10000;10;2022-07-07
TR82062;192;3;7500;3;22500;2;2022-07-07
TR83991;391;2;3200;3;9600;6;2022-07-07
TR84427;110;7;9400;3;28200;13;2022-07-07
TR91305;17;7;9400;6;56400;3;2022-07-07
TR96589;133;7;9400;6;56400;2;2022-07-07
TR19851;3;4;12000;3;36000;3;2022-07-08
TR35585;214;7;9400;4;37600;7;2022-07-08
TR38669;166;4;12000;5;60000;2;2022-07-08
TR42976;315;2;3200;3;9600;12;2022-07-08
TR4386;54;10;15000;1;15000;2;2022-07-08
TR46056;247;6;18000;2;36000;8;2022-07-08
TR6198;233;7;9400;4;37600;14;2022-07-08
TR64486;258;3;7500;1;7500;6;2022-07-08
TR65593;395;5;4200;5;21000;4;2022-07-08
TR71106;218;2;3200;6;19200;2;2022-07-08
TR86702;388;2;3200;6;19200;12;2022-07-08
TR90952;362;9;10000;3;30000;8;2022-07-08
TR97236;255;3;7500;3;22500;12;2022-07-08
TR17912;152;3;7500;4;30000;8;2022-07-09
TR19550;174;9;10000;6;60000;12;2022-07-09
TR258;96;5;4200;3;12600;5;2022-07-09
TR29093;232;8;16000;3;48000;6;2022-07-09
TR38700;231;6;18000;1;18000;6;2022-07-09
TR44905;170;5;4200;2;8400;10;2022-07-09
TR46690;171;6;18000;3;54000;4;2022-07-09
TR49701;414;10;15000;5;75000;3;2022-07-09
TR5084;176;5;4200;4;16800;13;2022-07-09
TR67334;354;8;16000;3;48000;13;2022-07-09
TR70093;128;9;10000;6;60000;6;2022-07-09
TR70098;268;8;16000;1;16000;2;2022-07-09
TR9376;427;3;7500;2;15000;1;2022-07-09
TR99503;443;6;18000;1;18000;6;2022-07-09
TR20698;343;4;12000;1;12000;5;2022-07-10
TR32454;363;5;4200;3;12600;12;2022-07-10
TR32974;219;3;7500;2;15000;11;2022-07-10
TR51807;315;10;15000;1;15000;5;2022-07-10
TR58251;279;5;4200;5;21000;4;2022-07-10
TR81797;37;1;8800;10;88000;3;2022-07-10
TR90402;323;3;7500;4;30000;5;2022-07-10
TR95008;319;2;3200;7;22400;8;2022-07-10
TR96588;221;3;7500;1;7500;4;2022-07-10
TR14050;431;10;15000;3;45000;1;2022-07-11
TR19919;143;9;10000;6;60000;4;2022-07-11
TR3197;96;3;7500;1;7500;9;2022-07-11
TR61088;1;4;12000;2;24000;6;2022-07-11
TR61164;95;5;4200;3;12600;13;2022-07-11
TR74348;20;3;7500;4;30000;14;2022-07-11
TR9460;354;8;16000;2;32000;3;2022-07-11
TR95391;416;5;4200;4;16800;6;2022-07-11
TR98335;130;6;18000;4;72000;3;2022-07-11
TR12333;411;10;15000;5;75000;4;2022-07-12
TR1310;306;6;18000;2;36000;8;2022-07-12
TR20981;121;3;7500;3;22500;14;2022-07-12
TR29295;90;6;18000;4;72000;13;2022-07-12
TR30261;103;10;15000;4;60000;13;2022-07-12
TR34405;133;5;4200;5;21000;2;2022-07-12
TR3631;168;4;12000;3;36000;13;2022-07-12
TR42847;220;10;15000;5;75000;12;2022-07-12
TR48273;6;1;8800;6;52800;10;2022-07-12
TR55797;260;5;4200;5;21000;8;2022-07-12
TR76552;89;10;15000;4;60000;8;2022-07-12
TR84344;44;9;10000;5;50000;12;2022-07-12
TR86305;282;8;16000;2;32000;4;2022-07-12
TR95040;175;10;15000;3;45000;1;2022-07-12
TR12695;392;8;16000;2;32000;1;2022-07-13
TR23573;64;4;12000;3;36000;4;2022-07-13
TR35195;403;2;3200;3;9600;8;2022-07-13
TR3672;38;3;7500;6;45000;3;2022-07-13
TR43134;427;7;9400;6;56400;11;2022-07-13
TR51241;107;9;10000;7;70000;12;2022-07-13
TR52524;80;1;8800;10;88000;1;2022-07-13
TR53333;401;4;12000;3;36000;11;2022-07-13
TR62617;132;7;9400;5;47000;10;2022-07-13
TR70841;71;4;12000;4;48000;10;2022-07-13
TR74928;118;2;3200;3;9600;12;2022-07-13
TR94022;119;2;3200;4;12800;12;2022-07-13
TR2139;211;5;4200;4;16800;7;2022-07-14
TR37718;310;10;15000;2;30000;4;2022-07-14
TR44981;246;6;18000;3;54000;1;2022-07-14
TR47252;190;6;18000;1;18000;2;2022-07-14
TR58787;329;7;9400;4;37600;14;2022-07-14
TR641;380;4;12000;3;36000;11;2022-07-14
TR68490;235;5;4200;4;16800;3;2022-07-14
TR80518;242;10;15000;1;15000;10;2022-07-14
TR86403;154;5;4200;4;16800;5;2022-07-14
TR92658;393;8;16000;1;16000;3;2022-07-14
TR94823;156;3;7500;2;15000;10;2022-07-14
TR15294;109;9;10000;1;10000;3;2022-07-15
TR30164;422;4;12000;1;12000;8;2022-07-15
TR33708;203;1;8800;3;26400;13;2022-07-15
TR34374;155;1;8800;5;44000;4;2022-07-15
TR43002;131;7;9400;4;37600;4;2022-07-15
TR49832;324;9;10000;7;70000;9;2022-07-15
TR51065;289;10;15000;1;15000;3;2022-07-15
TR54094;122;5;4200;5;21000;12;2022-07-15
TR578;55;4;12000;1;12000;13;2022-07-15
TR65129;235;1;8800;9;79200;14;2022-07-15
TR84724;130;10;15000;2;30000;7;2022-07-15
TR92748;234;5;4200;2;8400;13;2022-07-15
TR96640;370;10;15000;3;45000;2;2022-07-15
TR31029;283;5;4200;2;8400;7;2022-07-16
TR3143;366;1;8800;2;17600;7;2022-07-16
TR4218;86;8;16000;3;48000;3;2022-07-16
TR48734;9;5;4200;2;8400;11;2022-07-16
TR53450;251;5;4200;5;21000;4;2022-07-16
TR5550;382;5;4200;3;12600;6;2022-07-16
TR56393;122;5;4200;2;8400;10;2022-07-16
TR60388;4;3;7500;6;45000;11;2022-07-16
TR62166;84;5;4200;5;21000;8;2022-07-16
TR70759;405;2;3200;3;9600;2;2022-07-16
TR75376;5;5;4200;3;12600;6;2022-07-16
TR83364;325;1;8800;5;44000;12;2022-07-16
TR99601;343;1;8800;8;70400;6;2022-07-16
TR36570;330;5;4200;2;8400;3;2022-07-17
TR49164;181;10;15000;2;30000;4;2022-07-17
TR60869;41;1;8800;2;17600;12;2022-07-17
TR62363;40;5;4200;2;8400;14;2022-07-17
TR64731;303;3;7500;5;37500;11;2022-07-17
TR67347;219;3;7500;3;22500;4;2022-07-17
TR68474;322;10;15000;4;60000;3;2022-07-17
TR68921;326;9;10000;6;60000;2;2022-07-17
TR75493;67;2;3200;7;22400;9;2022-07-17
TR8136;174;10;15000;5;75000;6;2022-07-17
TR83187;60;9;10000;1;10000;9;2022-07-17
TR89318;183;3;7500;1;7500;12;2022-07-17
TR93507;58;3;7500;1;7500;6;2022-07-17
TR10691;228;9;10000;5;50000;10;2022-07-18
TR14426;347;10;15000;5;75000;8;2022-07-18
TR17260;184;3;7500;6;45000;7;2022-07-18
TR20154;269;4;12000;5;60000;5;2022-07-18
TR26036;179;2;3200;6;19200;4;2022-07-18
TR26673;202;2;3200;6;19200;2;2022-07-18
TR28937;285;3;7500;6;45000;10;2022-07-18
TR32600;404;6;18000;1;18000;7;2022-07-18
TR33616;233;10;15000;1;15000;3;2022-07-18
TR38919;389;5;4200;5;21000;1;2022-07-18
TR40874;430;3;7500;4;30000;11;2022-07-18
TR46023;347;6;18000;2;36000;4;2022-07-18
TR56414;106;10;15000;2;30000;2;2022-07-18
TR61730;194;9;10000;6;60000;6;2022-07-18
TR69674;63;7;9400;3;28200;13;2022-07-18
TR71806;149;3;7500;1;7500;12;2022-07-18
TR76228;310;8;16000;2;32000;9;2022-07-18
TR83217;360;1;8800;3;26400;14;2022-07-18
TR93440;97;10;15000;1;15000;7;2022-07-18
TR18501;155;4;12000;4;48000;9;2022-07-19
TR38120;268;10;15000;4;60000;10;2022-07-19
TR44790;226;9;10000;5;50000;6;2022-07-19
TR44879;246;8;16000;3;48000;9;2022-07-19
TR51183;409;4;12000;1;12000;4;2022-07-19
TR52019;308;9;10000;5;50000;13;2022-07-19
TR55960;359;2;3200;3;9600;1;2022-07-19
TR58929;348;2;3200;7;22400;12;2022-07-19
TR62665;83;7;9400;2;18800;8;2022-07-19
TR6567;225;1;8800;3;26400;7;2022-07-19
TR83113;387;5;4200;2;8400;5;2022-07-19
TR90470;409;10;15000;4;60000;8;2022-07-19
TR97097;295;6;18000;4;72000;2;2022-07-19
TR97431;106;9;10000;6;60000;9;2022-07-19
TR26196;222;6;18000;1;18000;6;2022-07-20
TR26697;200;10;15000;2;30000;9;2022-07-20
TR32786;342;10;15000;2;30000;1;2022-07-20
TR46777;280;9;10000;2;20000;1;2022-07-20
TR56738;107;10;15000;5;75000;10;2022-07-20
TR62628;210;3;7500;2;15000;7;2022-07-20
TR86068;47;7;9400;6;56400;1;2022-07-20
TR87924;35;7;9400;2;18800;3;2022-07-20
TR96504;63;3;7500;2;15000;9;2022-07-20
TR11380;233;6;18000;2;36000;8;2022-07-21
TR1673;161;9;10000;5;50000;10;2022-07-21
TR28030;141;9;10000;2;20000;10;2022-07-21
TR28409;156;9;10000;3;30000;5;2022-07-21
TR39448;437;6;18000;2;36000;11;2022-07-21
TR49585;65;5;4200;5;21000;8;2022-07-21
TR50660;135;10;15000;2;30000;8;2022-07-21
TR55267;247;4;12000;1;12000;13;2022-07-21
TR59147;218;7;9400;4;37600;12;2022-07-21
TR7340;272;7;9400;5;47000;4;2022-07-21
TR78287;393;5;4200;2;8400;2;2022-07-21
TR1049;344;1;8800;5;44000;11;2022-07-22
TR10987;350;2;3200;6;19200;10;2022-07-22
TR1571;272;1;8800;6;52800;9;2022-07-22
TR22083;134;8;16000;3;48000;8;2022-07-22
TR58934;206;10;15000;1;15000;2;2022-07-22
TR70360;393;5;4200;3;12600;9;2022-07-22
TR76806;62;3;7500;3;22500;5;2022-07-22
TR78085;122;2;3200;4;12800;13;2022-07-22
TR80034;427;3;7500;4;30000;10;2022-07-22
TR88485;442;9;10000;7;70000;7;2022-07-22
TR99442;305;10;15000;1;15000;9;2022-07-22
TR16264;158;3;7500;5;37500;6;2022-07-23
TR20170;165;3;7500;2;15000;13;2022-07-23
TR32546;431;5;4200;3;12600;1;2022-07-23
TR35699;35;8;16000;2;32000;3;2022-07-23
TR37670;173;4;12000;2;24000;6;2022-07-23
TR42568;336;3;7500;1;7500;11;2022-07-23
TR43132;316;10;15000;2;30000;5;2022-07-23
TR49965;190;7;9400;3;28200;12;2022-07-23
TR54521;118;5;4200;4;16800;7;2022-07-23
TR58557;220;4;12000;3;36000;8;2022-07-23
TR58930;78;1;8800;7;61600;10;2022-07-23
TR5986;379;2;3200;4;12800;4;2022-07-23
TR63342;406;5;4200;4;16800;8;2022-07-23
TR72935;70;7;9400;4;37600;3;2022-07-23
TR86223;391;5;4200;4;16800;14;2022-07-23
TR86677;275;10;15000;2;30000;3;2022-07-23
TR88783;371;7;9400;6;56400;13;2022-07-23
TR12998;30;10;15000;5;75000;2;2022-07-24
TR28043;311;7;9400;6;56400;13;2022-07-24
TR2808;24;7;9400;2;18800;7;2022-07-24
TR36341;95;3;7500;2;15000;7;2022-07-24
TR37620;210;10;15000;2;30000;3;2022-07-24
TR40501;129;10;15000;4;60000;14;2022-07-24
TR47249;434;3;7500;1;7500;4;2022-07-24
TR60813;341;1;8800;7;61600;13;2022-07-24
TR61336;204;7;9400;2;18800;8;2022-07-24
TR65220;75;5;4200;3;12600;4;2022-07-24
TR76972;69;7;9400;6;56400;5;2022-07-24
TR89823;37;2;3200;4;12800;14;2022-07-24
TR93557;421;10;15000;2;30000;11;2022-07-24
TR94045;35;7;9400;4;37600;4;2022-07-24
TR99917;442;3;7500;1;7500;5;2022-07-24
TR1894;276;3;7500;3;22500;11;2022-07-25
TR2171;155;7;9400;4;37600;6;2022-07-25
TR22482;427;2;3200;5;16000;8;2022-07-25
TR29147;78;7;9400;5;47000;7;2022-07-25
TR31405;447;10;15000;2;30000;5;2022-07-25
TR51479;149;1;8800;3;26400;7;2022-07-25
TR53532;182;7;9400;3;28200;12;2022-07-25
TR56821;357;1;8800;10;88000;6;2022-07-25
TR58485;348;9;10000;7;70000;13;2022-07-25
TR67165;112;10;15000;3;45000;4;2022-07-25
TR73167;395;7;9400;3;28200;6;2022-07-25
TR74634;92;2;3200;7;22400;6;2022-07-25
TR77214;392;10;15000;3;45000;9;2022-07-25
TR80656;73;2;3200;7;22400;14;2022-07-25
TR82864;373;1;8800;2;17600;6;2022-07-25
TR84729;447;10;15000;1;15000;14;2022-07-25
TR91361;445;5;4200;2;8400;5;2022-07-25
TR92290;16;5;4200;3;12600;11;2022-07-25
TR37299;281;10;15000;3;45000;7;2022-07-26
TR49786;193;10;15000;2;30000;4;2022-07-26
TR6646;40;8;16000;2;32000;3;2022-07-26
TR80476;106;3;7500;4;30000;8;2022-07-26
TR80963;242;9;10000;6;60000;1;2022-07-26
TR92041;158;6;18000;2;36000;14;2022-07-26
TR96548;195;9;10000;7;70000;13;2022-07-26
TR13399;251;3;7500;6;45000;9;2022-07-27
TR1761;33;9;10000;5;50000;9;2022-07-27
TR18734;137;3;7500;6;45000;10;2022-07-27
TR18919;301;8;16000;1;16000;3;2022-07-27
TR35393;146;4;12000;3;36000;4;2022-07-27
TR37247;168;9;10000;6;60000;11;2022-07-27
TR4330;184;7;9400;4;37600;2;2022-07-27
TR43865;140;4;12000;5;60000;3;2022-07-27
TR64592;233;7;9400;5;47000;1;2022-07-27
TR68397;366;7;9400;4;37600;11;2022-07-27
TR73213;438;9;10000;4;40000;9;2022-07-27
TR74255;269;2;3200;6;19200;5;2022-07-27
TR75926;93;3;7500;3;22500;1;2022-07-27
TR77018;290;5;4200;5;21000;9;2022-07-27
TR7731;374;2;3200;5;16000;3;2022-07-27
TR85662;256;2;3200;4;12800;8;2022-07-27
TR95917;404;1;8800;4;35200;6;2022-07-27
TR14318;329;7;9400;3;28200;8;2022-07-28
TR21815;281;9;10000;6;60000;9;2022-07-28
TR30682;51;1;8800;8;70400;14;2022-07-28
TR36893;263;9;10000;7;70000;1;2022-07-28
TR44357;436;10;15000;2;30000;7;2022-07-28
TR5163;179;5;4200;2;8400;3;2022-07-28
TR5234;127;7;9400;3;28200;3;2022-07-28
TR55462;100;5;4200;3;12600;4;2022-07-28
TR55490;139;9;10000;7;70000;2;2022-07-28
TR68469;430;5;4200;5;21000;1;2022-07-28
TR70456;268;10;15000;3;45000;6;2022-07-28
TR73353;321;5;4200;2;8400;14;2022-07-28
TR85075;123;8;16000;3;48000;11;2022-07-28
TR87669;106;9;10000;3;30000;2;2022-07-28
TR31560;317;10;15000;5;75000;9;2022-07-29
TR33898;133;4;12000;4;48000;12;2022-07-29
TR44006;279;4;12000;4;48000;1;2022-07-29
TR47867;335;5;4200;5;21000;3;2022-07-29
TR48903;100;7;9400;5;47000;9;2022-07-29
TR55822;265;9;10000;3;30000;9;2022-07-29
TR60324;117;7;9400;3;28200;3;2022-07-29
TR61852;222;3;7500;5;37500;10;2022-07-29
TR79961;198;2;3200;3;9600;4;2022-07-29
TR29281;351;2;3200;3;9600;13;2022-07-30
TR34702;73;10;15000;1;15000;1;2022-07-30
TR35027;352;5;4200;3;12600;10;2022-07-30
TR53646;134;9;10000;1;10000;4;2022-07-30
TR57388;279;5;4200;3;12600;12;2022-07-30
TR79279;312;5;4200;3;12600;7;2022-07-30
TR87025;166;8;16000;3;48000;12;2022-07-30
TR90924;22;5;4200;3;12600;1;2022-07-30
TR96436;261;5;4200;4;16800;14;2022-07-30
TR11561;95;5;4200;3;12600;13;2022-07-31
TR18825;413;5;4200;3;12600;12;2022-07-31
TR19314;232;8;16000;1;16000;2;2022-07-31
TR33646;297;6;18000;4;72000;14;2022-07-31
TR35431;163;2;3200;4;12800;6;2022-07-31
TR39340;37;2;3200;5;16000;8;2022-07-31
TR43786;173;2;3200;5;16000;14;2022-07-31
TR46910;366;8;16000;3;48000;7;2022-07-31
TR53122;154;7;9400;5;47000;4;2022-07-31
TR56532;102;7;9400;4;37600;7;2022-07-31
TR64171;261;8;16000;3;48000;5;2022-07-31
TR64429;175;8;16000;2;32000;12;2022-07-31
TR66732;305;5;4200;5;21000;10;2022-07-31
TR67801;127;9;10000;5;50000;5;2022-07-31
TR74894;269;5;4200;2;8400;3;2022-07-31
TR79061;159;10;15000;3;45000;8;2022-07-31
TR84627;379;3;7500;4;30000;5;2022-07-31
TR86739;426;2;3200;3;9600;1;2022-07-31
TR87312;156;3;7500;3;22500;11;2022-07-31
TR89427;337;5;4200;3;12600;6;2022-07-31
TR99533;314;6;18000;2;36000;3;2022-07-31
TR14097;14;6;18000;2;36000;4;2022-08-01
TR16315;191;2;3200;5;16000;14;2022-08-01
TR16655;86;5;4200;5;21000;6;2022-08-01
TR17167;56;8;16000;3;48000;7;2022-08-01
TR17636;432;4;12000;5;60000;9;2022-08-01
TR20788;90;8;16000;1;16000;13;2022-08-01
TR31798;93;5;4200;2;8400;11;2022-08-01
TR5342;41;4;12000;3;36000;2;2022-08-01
TR59109;7;5;4200;5;21000;2;2022-08-01
TR63511;395;1;8800;4;35200;4;2022-08-01
TR67910;361;5;4200;2;8400;7;2022-08-01
TR69555;221;4;12000;3;36000;4;2022-08-01
TR70767;72;9;10000;5;50000;3;2022-08-01
TR81266;49;9;10000;3;30000;7;2022-08-01
TR86513;393;1;8800;2;17600;6;2022-08-01
TR9305;9;1;8800;6;52800;3;2022-08-01
TR12611;401;8;16000;3;48000;9;2022-08-02
TR15270;186;5;4200;3;12600;8;2022-08-02
TR17682;86;2;3200;7;22400;3;2022-08-02
TR20640;118;8;16000;3;48000;9;2022-08-02
TR27157;14;7;9400;4;37600;10;2022-08-02
TR39680;445;6;18000;3;54000;11;2022-08-02
TR47095;129;5;4200;3;12600;5;2022-08-02
TR48519;176;3;7500;5;37500;5;2022-08-02
TR65250;290;10;15000;3;45000;2;2022-08-02
TR69251;276;5;4200;4;16800;10;2022-08-02
TR79559;97;3;7500;3;22500;10;2022-08-02
TR83110;341;10;15000;5;75000;6;2022-08-02
TR84912;231;3;7500;3;22500;1;2022-08-02
TR85548;399;5;4200;5;21000;3;2022-08-02
TR94856;431;10;15000;3;45000;6;2022-08-02
TR97515;281;2;3200;4;12800;13;2022-08-02
TR30908;74;7;9400;5;47000;12;2022-08-03
TR49380;31;4;12000;3;36000;14;2022-08-03
TR49423;88;9;10000;4;40000;6;2022-08-03
TR59683;44;1;8800;5;44000;7;2022-08-03
TR79155;200;3;7500;2;15000;4;2022-08-03
TR90285;166;2;3200;3;9600;12;2022-08-03
TR10555;139;7;9400;3;28200;11;2022-08-04
TR16793;201;10;15000;1;15000;2;2022-08-04
TR58845;310;2;3200;6;19200;6;2022-08-04
TR71187;420;5;4200;5;21000;9;2022-08-04
TR79426;190;3;7500;3;22500;9;2022-08-04
TR90632;358;8;16000;3;48000;7;2022-08-04
TR93539;247;5;4200;2;8400;12;2022-08-04
TR96145;397;3;7500;6;45000;6;2022-08-04
TR96662;243;10;15000;1;15000;4;2022-08-04
TR23538;333;5;4200;2;8400;8;2022-08-05
TR33240;75;9;10000;6;60000;7;2022-08-05
TR41105;416;1;8800;8;70400;8;2022-08-05
TR42437;221;10;15000;4;60000;2;2022-08-05
TR53873;113;2;3200;6;19200;14;2022-08-05
TR65206;418;5;4200;3;12600;7;2022-08-05
TR82887;272;5;4200;3;12600;4;2022-08-05
TR84433;424;10;15000;5;75000;14;2022-08-05
TR88479;195;2;3200;7;22400;4;2022-08-05
TR92526;137;2;3200;3;9600;13;2022-08-05
TR15201;439;2;3200;4;12800;1;2022-08-06
TR18389;301;8;16000;3;48000;11;2022-08-06
TR3067;298;8;16000;2;32000;14;2022-08-06
TR34713;312;2;3200;6;19200;9;2022-08-06
TR35016;45;9;10000;3;30000;5;2022-08-06
TR38731;322;10;15000;2;30000;11;2022-08-06
TR43690;386;5;4200;5;21000;9;2022-08-06
TR54264;298;3;7500;4;30000;5;2022-08-06
TR81199;393;9;10000;6;60000;2;2022-08-06
TR94447;77;6;18000;3;54000;7;2022-08-06
TR10194;264;8;16000;2;32000;8;2022-08-07
TR11542;286;8;16000;1;16000;8;2022-08-07
TR16850;374;7;9400;4;37600;14;2022-08-07
TR26336;81;1;8800;6;52800;9;2022-08-07
